Category,Key,English,Chinese (Traditional),Notes
,m134,The item [to the right] is destroyed,摧毀[右方]的物品,
,m135,The item [below] is destroyed,摧毀[下方]的物品,
,m132b,The adjacent item [to the left] is destroyed,摧毀[左方]的鄰接物品,
,m133b,The adjacent item [above] is destroyed,摧毀[上方]的鄰接物品,
,m134b,The adjacent item [to the right] is destroyed,摧毀[右方]的鄰接物品,
,m135b,The adjacent item [below] is destroyed,摧毀[下方]的鄰接物品,
,m136,"For each space the destroyed item occupied, this gets /x damage",被摧毀的物品每佔用一個格子，此物品就獲得 /x 點傷害調整,
,m137,Decreases the cost of all adjacent weapons to 0 energy,將所有鄰接的武器降為 0 點能量消耗,
,m138,This item is refreshed and can be used again this turn,刷新此物品，使它能夠在本回合中繼續使用,
,m139,Adjacent weapons get /x to their energy cost this combat (minimum of 1),鄰接的武器在本場戰鬥中獲得 /x 的能量消耗（消耗不歸零）,
,m140,Adjacent weapons get /x burn,鄰接的武器獲得 /x 燃燒施加, WARNING: ENGLISH TEXT CHANGED #####################################################
,m141,Weapons along a diagonal line get /x damage,對角線上的武器獲得 /x 傷害調整,
,m142,Adjacent weapons get /x weak this combat,鄰接的武器在本場戰鬥中獲得 /x 虛弱施加,
,m143,This item gets /x% bonus damage this turn,此物品在本回合中獲得 /x% 傷害倍率,
,m144,Redirects charge,改變充能的方向,
,m145,Reorganize your backpack in combat,在戰鬥中整理背包,
,m146,A new charge is created with 2 energy,生成一發 2 點能量的新充能,
,m147,Each charge can only use this component /x times,每發充能只能使用 /x 次此零件,
,m148,Charges must have traveled at least /x spaces,充能必須最少行進 /x 個格子,
,m149,Creates a charge with /x energy,生成一發 /x 點能量的充能,
,m150,Creates two charges with /x energy,生成兩發 /x 點能量的充能,
,m151,"For each space the destroyed item occupied, this gets /x energy",被摧毀的物品每佔用一個格子，此物品就獲得 /x 點能量調整,
,m152a,The closest item [below] is pulled [up],將[下方縱行中]最近的物品[向上]拉近,
,m152b,The closest item [to the right] is pulled [left],將[右方橫列中]最近的物品[向左]拉近,
,m152c,The closest item [to the left] is pulled [right],將[左方橫列中]最近的物品[向右]拉近,
,m152d,The closest item [above] is pulled [down],將[上方縱行中]最近的物品[向下]拉近,
,m153,The adjacent item [above] is pushed [up],將[上方]的鄰接物品[向上]推開,
,m154,The adjacent item [to the left] is pushed [left],將[左方]的鄰接物品[向左]推開,
,m155,The adjacent item [below] is pushed [down],將[下方]的鄰接物品[向下]推開,
,m156,The adjacent item [to the right] is pushed [right],將[右方]的鄰接物品[向右]推開,
,m157,Adjacent items are pushed away,將鄰接的物品向外推開,
,m158,This carving is discarded,此雕刻已廢棄, WARNING: AUTO-TRANSLATION #####################################################
,m159,/x to the energy cost for this turn,/x 本回合的能量消耗, WARNING: AUTO-TRANSLATION #####################################################
,m160,Does damage equal to /x% of your current poison,造成的傷害等於你當前毒藥的 /x%, WARNING: AUTO-TRANSLATION #####################################################
,m161,Adjacent carvings are discarded,相鄰的雕刻被丟棄, WARNING: AUTO-TRANSLATION #####################################################
,m162,Carvings behind are discarded,後面的雕刻被丟棄, WARNING: AUTO-TRANSLATION #####################################################
,m163,All weapons become heavy,所有武器變得沉重, WARNING: AUTO-TRANSLATION #####################################################
,m164,all wands get /x to mana cost,所有魔杖都獲得 /x 法力消耗, WARNING: AUTO-TRANSLATION #####################################################
,m167,Adjacent wands get /x damage,相鄰的魔杖受到 /x 傷害, WARNING: AUTO-TRANSLATION #####################################################
,m168,/y to mana cost of adjacent and diagonal wands,/y 到相鄰和對角魔杖的法力消耗, WARNING: AUTO-TRANSLATION #####################################################
,m169,/x to mana cost this turn,/x 本回合法力消耗, WARNING: AUTO-TRANSLATION #####################################################
,m170,/x to the energy cost of all weapons and bows,/x 所有武器的能量消耗, WARNING: AUTO-TRANSLATION ##################################################### WARNING: ENGLISH TEXT CHANGED #####################################################
directional,below,below,下方,
,above,above,上方,
,left,left,左方,
,right,right,右方,
modifier names,kill,kill,擊殺,
,Near Consumable,Near Consumable,周圍的消耗品,
,nearby accessory,nearby accessory,周圍的飾品,
,open space,open space,開放格子,
,empty space,empty space,空格,
,space above,space above,上方格子,
,other helmet,other helmet,其它頭盔,
,connected manastone,connected manastone,接通的法力石,
,other shoes,other shoes,其它鞋類,
,position,position,位置,
,nearby structure,nearby structure,周圍的建材,
,bronze plate,bronze plate,青銅胸甲,
,nearby weapon,nearby weapon,周圍的武器,
,forge,forge,熔爐,
,nearby fish,nearby fish,周圍的魚類,
,Use,Use,使用,
,combats,combats,戰鬥,
,turns,turns,回合,
,nearby,nearby,附近, WARNING: AUTO-TRANSLATION #####################################################
items,ACIDIC POTION,ACIDIC POTION,強酸藥水,
,AMETHYST,AMETHYST,紫晶,
,ANCIENT TOME,ANCIENT TOME,古代書籍,
,ANCIENT TOME2,Ancient spells are written in the margins of this recipe book,這本食譜的空白處寫滿了古代咒語,
,ANGLER FISH,ANGLER FISH,鮟鱇魚,
,ARCHANGEL ARMOR,ARCHANGEL ARMOR,大天使護甲,
,ARCHANGEL Wings,ARCHANGEL Wings,大天使之翼,
,ARCHANGEL Wings e1,The item between the wings is used,使用翅膀之間的物品,
,ARCHANGEL Wings e2,The item between the wings is disabled for 1 turn,翅膀之間的物品將失效 1 個回合,
,ARCHANGEL Wings2,They have a mind of their own!,它們有自己的意志！,
,ARCHER'S WAND,ARCHER'S WAND,射手魔杖,
,ARCHER'S WAND2,Frog wizards created this item,青蛙巫師創造了這件物品,
,ASSASSIN'S DAGGER,ASSASSIN'S DAGGER,刺客匕首,
,BALLOON,BALLOON,氣球,
,BANDAGES,BANDAGES,繃帶,
,Bashing Shield,Bashing Shield,猛擊盾,
,Bashing Shield e1,Does damage equal to your current block,造成等同你目前格擋值的傷害,
,BERSERKER'S CLUB,BERSERKER'S CLUB,狂戰士釘棒,
,BESERKER'S RING,BERSERKER'S RING,狂戰士戒指, WARNING: ENGLISH TEXT CHANGED #####################################################
,BIG FIN,BIG FIN,大鰭,
,BLADE SUMMONER,BLADE SUMMONER,鋒刃召喚者,
,BLUEFIN,BLUEFIN,藍鰭鮪魚,
,BRAMBLE,BRAMBLE,荊棘,
,BRAMBLE2,Poison oozes from these thick brambles,毒液從這些茂密的荊棘中滲出,
,Brass Knuckles,Brass Knuckles,黃銅指虎,
,BRICK,BRICK,磚塊,
,BRICKWALL,BRICKWALL,磚牆,
,BROKEN RING,BROKEN RING,破損的指環,
,BROKEN RING2,Ancient magicians found protection with this ring on hand,古代魔法師發現戴上著這枚戒指可以保護自己,
,BRONZE BREASTPLATE,BRONZE BREASTPLATE,青銅胸甲,
,BRUTAL SPEAR,BRUTAL SPEAR,野蠻石矛,
,BUBBLE,BUBBLE,泡泡,
,CACTUS,CACTUS,仙人掌,
,CAP,CAP,帽子,
,CAULDRON,CAULDRON,大鍋,
,CAVE FISH,CAVE FISH,洞穴魚,
,CAVE SHARK,CAVE SHARK,洞穴鯊,
,CHAINMAIL,CHAINMAIL,鏈甲,
,CHARMED BRACELET,CHARMED BRACELET,闢邪手鐲,
,CHARMED BRACELET2,Exchange your lifeforce to remove a curse,以你的生命力為代價移除詛咒,
,CHEF'S HAT,CHEF'S HAT,廚師帽,
,CITRINE,CITRINE,黃水晶,
,CLEANSING BOMB,CLEANSING BOMB,淨化炸彈,
,CLEANSING POTION,CLEANSING POTION,淨化藥水,
,CLEANSING RAG,CLEANSING RAG,淨化抹布,
,CLEANSING WAND,CLEANSING WAND,淨化魔杖,
,CLEANSING WAND2,I think this wand used to be a broom!,我覺得這根魔杖原本是支掃把！,
,CLUB,CLUB,木棒,
,COAL,COAL,煤炭,
,COMPOSITE BOW,COMPOSITE BOW,複合弓,
,COMPOSITE BOW2,For the smallest of rodents,專為最小的齧齒動物量身打造,
,CONDUIT,CONDUIT,導管柱,
,COOL DRINK,COOL DRINK,冷飲,
,CRIMSON ENERGY,CRIMSON ENERGY,緋紅能量,
,CROOKED ARROW,CROOKED ARROW,扭曲箭矢,
,CROSSBOW,CROSSBOW,短弩,
,CROSSBOW2,squirrels prefer the light weight of crossbows,輕便的短弩是松鼠們的最愛,
,CURSED BLADE,CURSED BLADE,詛咒之刃,
,CURSED BLADE2,Many have tried to wield this sword - none have succeeded,許多人試圖掌握這把刀——但從未有人成功,
,CURSED SHIV,CURSED SHIV,詛咒短匕,
,CURSED SHIV2,Unspeakably cursed,帶有難以言表的詛咒,
,CURSED WHETSTONE,CURSED WHETSTONE,詛咒砥石,
,DAGGER,DAGGER,匕首,
,DAMAGED KNIFE,DAMAGED KNIFE,破損斷刀,
,DARK HEADBAND,DARK HEADBAND,暗黑頭帶,
,DARK WHETSTONE,DARK WHETSTONE,暗黑砥石,
,DART,DART,飛鏢,
,DEBUFF POTION,DEBUFF POTION,減益藥水,
,DIAMOND,DIAMOND,鑽石,
,DISGUSTING FOOD,DISGUSTING FOOD,噁心的食物,
,DODGE POTION,DODGE POTION,閃避藥水,
,DORU,DORU,戰矛,
,DORU2,Wait until the time is right,等待時機成熟,
,DOUBLE HALBERD,DOUBLE HALBERD,雙頭戟,
,DOUBLE POISON POTION,DOUBLE POISON POTION,倍毒藥水,
,DRAGONFLY,DRAGONFLY,蜻蜓,
,DUCT TAPE,DUCT TAPE,膠帶,
,DUELING SWORD,DUELING SWORD,決鬥劍,
,EARTHSTONE BLADE,EARTHSTONE BLADE,地石重劍,
,ELECTRIC ARROW,ELECTRIC ARROW,導電箭矢,
,ELECTRIC STONE,ELECTRIC STONE,導電石,
,ELECTRIC WAND,ELECTRIC WAND,導電魔杖,
,EMERALD,EMERALD,綠寶石,
,EMERALD BRACELET,EMERALD BRACELET,綠寶石手鐲,
,EMPTY CUP,EMPTY CUP,空杯子,
,ETHEREAL STAFF,ETHEREAL STAFF,以太法杖,
,ETHEREAL WAND,ETHEREAL WAND,以太魔杖,
,ETHEREAL WAND2,A wand capable of summoning energy from beyond our realm,能夠喚出異界能量的魔杖,
,ETHEREAL WHETSTONE,ETHEREAL WHETSTONE,以太砥石,
,EXPERT BOW,EXPERT BOW,精湛之弓,
,EXPLOSIVE ARROW,EXPLOSIVE ARROW,爆炸箭矢,
,FEATHER CAP,FEATHER CAP,羽毛帽,
,FISH SWORD,FISH SWORD,鹹魚劍,
,FISH SWORD2,"This thing does not smell good. Seriously, wow.",這東西很難聞，認真不騙！,
,FISHING HOOK,FISHING HOOK,釣魚鉤,
,FISHING HOOK2,Fishing while you work!,一邊工作一邊摸魚！,
,FLOWER,FLOWER,花朵,
,FROTHY DRINK,FROTHY DRINK,泡沫飲料,
,GEMSTONE HEART,GEMSTONE HEART,心之寶石,
,GLITCHED POTION,GLITCHED POTION,古怪藥水,
,GLOVE OF KNIVES,GLOVE OF KNIVES,利刃手套,
,GLOVE OF KNIVES2,Try it on for size,戴上試試大小吧,
,GOLD CLEAVER,GOLD CLEAVER,黃金廚刀,
,GOLDEN BOW,GOLDEN BOW,黃金弓,
,GOLDEN BOW2,Due to their small sizes squirrels and mice often opt for archery rather than brute strength,由於體型較小，松鼠和小鼠更偏好弓道而非蠻力,
,GOLDEN SHIV,GOLDEN SHIV,黃金短匕,
,GOLDEN SHIV2,We've been turning blood to gold for centuries!,幾百年來，我們一直在化血成金！,
,GOLDEN WHETSTONE,GOLDEN WHETSTONE,黃金砥石,
,GUARDIAN RING,GUARDIAN RING,守護者之戒,
,GUARDING BAND,GUARDING BAND,守護之鏈,
,GUPPY,GUPPY,孔雀魚,
,HATCHET,HATCHET,手斧,
,HAWKEYE'S BOW,HAWKEYE'S BOW,鷹眼之弓,
,HAWKEYE'S BOW2,One of the greatest archers in the ranks of the patrol was Hawkeye Mirabelle. She once shot down two hawks while hanging upside down from a tree,鷹眼‧米拉貝爾是巡邏隊中最偉大的弓箭手之一。她曾經以倒掛樹上的姿勢射下了兩隻鷹。,
,HEART RING,HEART RING,心血戒指,
,HEAVY BLADE,HEAVY BLADE,沉重之刃,
,HERB,HERB,無用藥草,
,HERCULE PAVISE,HERCULE PAVISE,大力神之盾,
,HERCULE PAVISE2,The Buckler did it!,小圓盾立大功！,
,HONEYSUCKLE,HONEYSUCKLE,忍冬花,
,IRON HELMET,IRON HELMET,鐵頭盔,
,JACK CLEAVER,JACK CLEAVER,侍衛廚刀,
,JADE AXE,JADE AXE,翠玉斧,
,JAGGED BLADE,JAGGED BLADE,鋸齒大劍,
,KEG,KEG,飲料桶,
,KEY SWORD,KEY SWORD,鑰劍,
,KEY SWORD2,Unlocks your potential as a warrior!,解鎖你作為戰士的潛力！,
,KING CLEAVER,KING CLEAVER,國王廚刀,
,KNIGHT'S ARMOR,KNIGHT'S ARMOR,騎士鎧甲,
,KNIGHT'S SHIELD,KNIGHT'S SHIELD,騎士盾,
,LARGE HEART RING,LARGE HEART RING,紅心戒指,
,LEATHER BOOTS,LEATHER BOOTS,皮靴,
,LEATHER CAP,LEATHER CAP,皮帽,
,LEFT GAUNTLET,LEFT GAUNTLET,金屬左手套,
,LEFT GLOVE,LEFT GLOVE,皮革左手套,
,LETTER,LETTER,信件,
,LIGHTNING,LIGHTNING,閃電,
,LI'L BUCKLER,LI'L BUCKLER,小小圓盾,
,LI'L BUCKLER2,A little shield with sass and pep!,精力旺盛而且愛頂嘴的小盾牌,
,LIQUID ARMOR,LIQUID ARMOR,液態護甲,
,LIQUID LUCK,LIQUID LUCK,液態幸運,
,LIZARD KING SWORD,LIZARD KING SWORD,蜥蜴王鋸刀,
,LONGBOW,LONGBOW,長弓,
,LUCKY Shiv,LUCKY Shiv,幸運刀, WARNING: AUTO-TRANSLATION #####################################################
,LUCKY DAGGER2,Lucky for you - not for them,你很幸運——跟他們不一樣,
,LUCKY RING,LUCKY RING,幸運戒指,
,MACE,MACE,釘頭錘,
,MACHETE,MACHETE,砍刀,
,MAGICAL HERB,MAGICAL HERB,魔力藥草,
,MANASTONE BOW,MANASTONE BOW,法力石弓,
,MEAL,MEAL,佳餚,
,METALLIC WAND,METALLIC WAND,金屬魔杖,
,METALLIC WAND2,A static feeling runs through the pads of your paw,靜電的感覺在你爪上肉墊間流轉,
,MIRROR SHIELD,MIRROR SHIELD,鏡盾,
,MOUSE BOW,MOUSE BOW,鼠膽弓,
,Mug of Grape Juice,Mug of Grape Juice,大杯葡萄汁,
,MY FIRST WAND,MY FIRST WAND,我的第一根魔杖,
,MY FIRST WAND2,Teaches kids the basics of magic!,教導孩子魔法的基礎！,
,NECRONOMICON,NECRONOMICON,死靈之書,
,NECRONOMICON2,The book is bound in fur!,這本書是用毛皮裝訂的！,
,NEEDLER,NEEDLER,鉤刺劍,
,NINJA COSTUME,NINJA COSTUME,忍者服裝,
,NUNCHUCKS,NUNCHUCKS,雙節棍,
,NUNCHUCKS2,Make sure you have space to use them!,確保你有空間來使用它！,
,OLD LOG,OLD LOG,朽木,
,ORKSORK AX,ORKSORK AX,歐克索克之斧,
,ORKSORK AX2,The axe of an elder-god,一位古老神靈的斧頭,
,PACIFIST'S RING,PACIFIST'S RING,和平戒指,
,PALADIN'S SWORD,PALADIN'S SWORD,聖騎士之劍,
,PEARL,PEARL,珍珠,
,PERIDOT,PERIDOT,橄欖石,
,PHILOSOPHER'S STONE,PHILOSOPHER'S STONE,賢者之石,
,PICK AXE,PICK AXE,十字鎬,
,PIGGYBANK,PIGGYBANK,小豬撲滿,
,PIGGYBANK2,Free money! And it smells like bacon!,免費的錢錢！聞起來還有培根的味道！,
,PLATE ARMOR,PLATE ARMOR,板甲,
,POISON ARROW,POISON ARROW,劇毒箭矢,
,POISON IVY,POISON IVY,毒藤,
,POISON POTION,POISON POTION,劇毒藥水,
,POISON WHETSTONE,POISON WHETSTONE,劇毒砥石,
,Pot of Plenty,Pot of Plenty,豐饒之鍋,
,POTTED ALOE,POTTED ALOE,蘆薈盆栽,
,PRETTY ANKLET,PRETTY ANKLET,漂亮腳鐲,
,QUEEN CLEAVER,QUEEN CLEAVER,皇后廚刀,
,RAPIER,RAPIER,護手刺劍,
,RAPIER2,Live life on the edge ,生命就該浪費在危險邊緣上, WARNING: ENGLISH TEXT CHANGED #####################################################
,RARE HERB,RARE HERB,罕見藥草,
,RED HOODIE,RED HOODIE,紅色連帽衫,
,RED HOODIE2,A leftover from before Orderia?  The spiders that spun this thread must have been strange indeed!,在奧德雷亞之前的上古遺留物？紡出這種絲的蜘蛛一定也很奇怪！,
,REGEN POTION,REGEN POTION,再生藥水,
,REGENERATIVE WHETSTONE,REGENERATIVE WHETSTONE,再生砥石,
,RIGHT GAUNTLET,RIGHT GAUNTLET,金屬右手套,
,RIGHT GLOVE,RIGHT GLOVE,皮革右手套,
,RING OF DOOM,RING OF DOOM,毀滅戒指,
,RING OF RAGE,RING OF RAGE,狂暴戒指,
,ROBOT TOY,ROBOT TOY,機器人玩具,
,ROBOT TOY2,I think it's broken!,它好像故障了！,
,ROCKET,ROCKET,火箭,
,ROGUE'S MASK,ROGUE'S MASK,俠盜面具,
,ROOF,ROOF,屋頂,
,ROSE OF THORNS,ROSE OF THORNS,荊棘玫瑰,
,Rose of Thorns e1,Adds an additional spike for each Rose of Thorns in this row or column,此橫列或縱行每有一朵荊棘玫瑰，就額外疊加 1 層尖刺,
,ROSE OF THORNS2,"Every rose has its thorns, especially this one",每朵玫瑰都有刺，尤其是這朵,
,ROUGH BUCKLER,ROUGH BUCKLER,粗糙圓盾,
,RUBY,RUBY,紅寶石,
,SCIMITAR,SCIMITAR,彎刀,
,SEASONING,SEASONING,調味料,
,SHIV,SHIV,短匕,
,SHORT ARROW,SHORT ARROW,短小箭矢,
,SKULL WAND,SKULL WAND,骷髏魔杖,
,SLATS SHIELD,SLATS SHIELD,板條盾,
,SLIME SWORD,SLIME SWORD,史萊姆劍,
,SMALL KEY,SMALL KEY,小鑰匙,
,SMELT,SMELT,胡瓜魚,
,SOLDIER'S BUCKLER,SOLDIER'S BUCKLER,士兵圓盾,
,SPAGHETTI,SPAGHETTI,義大利麵,
,SPAGHETTI2,"spaghetti, spaghetti, my backpack is ready",義大利麵，義大利麵，我的背包等你出現,
,SPEEDY LEAF,SPEEDY LEAF,迅捷之葉,
,SPIKED HELMET,SPIKED HELMET,帶刺頭盔,
,SPIKED SCALE,SPIKED SCALE,帶刺鱗片,
,SPIKY CLUB,SPIKY CLUB,尖刺釘棒,
,SPLINT,SPLINT,夾板,
,STAR POTION,STAR POTION,星形藥水,
,STEAK,STEAK,牛排,
,STEAK2,This steak is so rich. You can only eat half at a time,這牛排太豐盛了，你一次只能吃下半份,
,STEEL BOOTS,STEEL BOOTS,鋼靴,
,TASTY FLY,TASTY FLY,美味蒼蠅,
,TASTY FLY2,Rats don't eat flies,老鼠可不吃蒼蠅,
,TEA,TEA,茶,
,TEA2,Proper. Dignified. Perfectly balanced,優雅、上流的完美調配,
,TEDDY BEAR SWORD,TEDDY BEAR SWORD,泰迪熊劍,
,TEDDY BEAR SWORD2,It's not a weapon. But there is a brick in the stuffing,它本身並不算武器，不過裡面被塞了磚塊。,
,THREAD,THREAD,絲線,
,TILTED SWORD,TILTED SWORD,傾斜之劍,
,TOKEN OF ENERGY,TOKEN OF ENERGY,能量代幣,
,TOOTH NECKLACE,TOOTH NECKLACE,尖牙項鏈,
,TOWER SHIELD,TOWER SHIELD,塔盾,
,TUNIC,TUNIC,無袖短袍,
,VAMPIRE BLADE,VAMPIRE BLADE,吸血鬼之刃,
,VAMPIRIC AXE,VAMPIRIC AXE,吸血斧,
,VAMPIRIC CRYSTAL,VAMPIRIC CRYSTAL,吸血水晶,
,VOLATILE POTION,VOLATILE POTION,不穩定藥水,
,WARM DRINK,WARM DRINK,熱飲,
,WARRIOR'S SPELLBOOK,WARRIOR'S SPELLBOOK,戰士的法術書,
,WARRIOR'S SPELLBOOK2,For the warrior on the go!,專為忙碌的戰士設計！,
,WATER FLASK,WATER FLASK,水壺,
,WHEEL,WHEEL,輪子,
,WHETSTONE,WHETSTONE,砥石,
,WIZARD CAP,WIZARD CAP,巫師帽,
,WIZARD STAFF,WIZARD STAFF,巫師法杖,
,WIZARD'S ROBE,WIZARD'S ROBE,巫師袍,
,WOODEN SWORD,WOODEN SWORD,木製長劍,
,Yellow Rose,Yellow Rose,黃玫瑰,
,Yellow Rose2,Symbolizes friendship. It's still thorny though.,象徵著友誼，依舊很棘手。,
,Whittling Knife,Whittling Knife,雕刻刀,
,Dreaming Sap,Dreaming Sap,幻夢樹液,
,Flower Pot,Flower Pot,花盆,
,Carving's Edge,Carving's Edge,雕飾利刃,
,Pot Carving,Pot Carving,花盆雕飾,
,Cherry Bomb,Cherry Bomb,櫻桃炸彈,
,Energy Carving,Energy Carving,能量雕飾,
,Mana Sap,Mana Sap,法力樹液,
,Mossy Carving,Mossy Carving,苔蘚雕飾,
,Dreaming Buckler,Dreaming Buckler,幻夢圓盾,
,Dreaming Buckler2,"""Far out!""",「太美妙了！」, WARNING: ENGLISH TEXT CHANGED #####################################################
,Brothers Bow,Brothers Bow,兄弟之弓,
,Crown of Roots,Crown of Roots,樹根王冠,
,Hero Carving,Hero Carving,英雄雕飾,
,Survival Guide,Survival Guide,生存指南,
,Sharp Branch,Sharp Branch,尖銳樹枝,
,Carved Blade,Carved Blade,雕刻之刃,
,Dreaming Sword,Dreaming Sword,幻夢之劍,
,Illusory Blade,Illusory Blade,幻影之刃,
,Illusory Duct Tape,Illusory Duct Tape,幻影膠帶,
,Dreaming Ring,Dreaming Ring,幻夢戒指,
,Overgrown Arrow,Overgrown Arrow,茂盛箭矢,
,Wooden Shiv,Wooden Shiv,木製短匕,
,Wooden Buckler,Wooden Buckler,木製圓盾,
,Belt of Dreams,Belt of Dreams,夢之腰帶,
,Fuel Pellet,Fuel Pellet,燃料顆粒,
,Tree Sword,Tree Sword,樹苗短劍,
,Poison Carving,Poison Carving,毒藥雕飾,
,Energy Fish,Energy Fish,能量魚雕,
,Flowering Cleaver,Flowering Cleaver,綻放廚刀,
,Frog Magician Boots,Frog Magician Boots,青蛙魔靴,
,Saw Mill,Saw Mill,鋸片雕飾,
,Acorn Cap,Acorn Cap,橡實雕飾,
,Tape Carving,Tape Carving,膠帶雕飾,
,Piggy Bang,Piggy Bang,小豬炸彈,
,Gardener's Helmet,Gardener's Helmet,園丁頭盔,
,Bolt Carving,Bolt Carving,閃電雕飾,
,Mossy Mace,Mossy Mace,苔蘚釘頭錘,
,Lucky Carving,Lucky Carving,幸運雕飾,
,Shiny Carving,Shiny Carving,閃亮雕飾,
,Carving cyler,Carving cyler,雕刻缸, WARNING: AUTO-TRANSLATION #####################################################
,Die,Dice,骰子,
,Die1,Use to reroll your combat rewards,用來重骰你的戰鬥獎勵,
,mortar,mortar,研缽,
,Mortar1,Use to combine together potions to the left and right,用來將左右方的藥水組合在一起,
,Rusty Sword,Rusty Sword,鏽蝕之劍,
,Ballista,Ballista,弩炮,
,Boo-hoo Buckler,Boo-hoo Buckler,嗚呼圓盾,
,Dark Potion,Dark Potion,暗黑藥水,
,Dark Potion1,Use to create a battle,用來生成一場戰鬥,
,Spare Die,Spare Dice,備用骰子,
,Spare Die1,Use to add to your combat rewards,用來增加你的戰鬥獎勵,
,Spring Gem,Spring Gem,彈簧寶石,
,Shortcut Map,Shortcut Map,捷徑地圖,
,Shortcut Map1,Use to discover a secret passage!,用來發現一個密道！,
,Alembic,Alembic,蒸餾器,
,Alembic1,Use to duplicate the potion in the space above - for a price,用來複製上方的藥水——別忘了付錢,
,Lizard Blade,Lizard Blade,蜥蜴短刀,
,Lance,Lance,長槍,
,Flame Gem,Flame Gem,火焰寶石,
,Flame Axe,Flame Axe,火焰斧,
,Fire Staff,Fire Staff,烈火法杖,
,Lily Pad,Lily Pad,睡蓮葉,
,Warhorn,Warhorn,戰鬥號角,
,Warnhorn1,Use to create a battle,用來生成一場戰鬥,
,Red Pearl,Red Pearl,紅珍珠,
,Violet Energy,Violet Energy,紫羅蘭能量,
,Overgrown Axe,Overgrown Axe ,茂盛斧頭, WARNING: ENGLISH TEXT CHANGED #####################################################
,Mixed Potion,Mixed Potion,混合藥水,
,Splitter,Splitter,分離器,
,Splitter1,Destroys charge. Creates two charges going to the side. Each charge has half the value of the destroyed charge,摧毀舊充能，再生成兩發新充能行進不同方向，每發新充能只有舊充能的一半能量值,
,Core,Core,核心,
,Battery,Battery,電池,
,Rotator,Rotator,轉向器,
,Ruby Rotator,Ruby Rotator,紅寶石轉向器,
,Sharp Rotator,Sharp Rotator,尖銳轉向器,
,Disposable Battery,Disposable Battery,一次性電池,
,Double Battery,Double Battery,雙重電池,
,Circuit Board,Circuit Board,電路板,
,Microchip,Microchip,微晶片,
,Switcher,Switcher,切換器,
,Switcher1,Use to switch the open side at any time,可隨時用來切換開口方向,
,Citrine Reverser,Citrine Reverser,黃水晶反轉器,
,Amplifier,Amplifier,擴大器,
,Booster,Booster,推進器,
,Ray Gun,Ray Gun,光束槍,
,Defensive Grid,Defensive Grid,防衛網格,
,Cup of Oil,Cup of Oil,一杯機油,
,Grape Juice,Grape Juice,葡萄汁,
,Wooden Blade,Wooden Blade,木製短劍,
,Reactive Core,Reactive Core,反應核心,
,Defensive Core,Defensive Core,防衛核心,
,Destructive Core,Destructive Core,破壞核心,
,Charger,Charger,蓄能器,
,Charger1,Destroys charges. First charge is stored. Second charge releases twice the energy stored.,摧毀舊充能；摧毀第一發充能時吸收它的能量，摧毀第二發充能時將釋放兩倍的能量,
,Grinder,Grinder,研磨器,
,Heavy Grinder,Heavy Grinder,沉重研磨器,
,Repeater,Repeater,重複器,
,Repeater1,Destroys charges. Creates a new 1 energy charge for each energy the charge held.,摧毀舊充能，再依照它擁有的能量，每點就生成一發 1 點能量的新充能,
,Reverser,reverser,反轉器,
,Mana Reverser,Mana Reverser,魔力反轉器,
,Toggle,Toggle,自動切換器,
,Toggle1,"Each time this is used, the direction is reversed",每次使用此物品時，方向都會反轉,
,Rocket Silo,Rocket Silo,火箭筒倉,
,Bouncer,Bouncer,反彈圓柱,
,Piston,Piston,活塞,
,Vacuum,Vacuum,吸塵器,
,Masonry Tools,Masonry Tools,砌磚工具,
,Mechanical Gem,Mechanical Gem,機械寶石,
,Sapphire,Sapphire,藍寶石, WARNING: AUTO-TRANSLATION #####################################################
,Cloud Sword,Cloud Sword,雲劍, WARNING: AUTO-TRANSLATION #####################################################
,Cloud Sword2,It floats and stabs!,它漂浮和刺傷！, WARNING: AUTO-TRANSLATION #####################################################
,Chipped Sword,Chipped Sword,碎劍, WARNING: AUTO-TRANSLATION #####################################################
,Crab Cactus,Crab Cactus,蟹仙人掌, WARNING: AUTO-TRANSLATION #####################################################
,Vorpal Blade,Vorpal Blade,斬首之刃, WARNING: AUTO-TRANSLATION #####################################################
,Vorpal Blade2,It goes snicker-snack!,它去竊笑點心！, WARNING: AUTO-TRANSLATION #####################################################
,Bayou Club,Bayou Club,河口俱樂部, WARNING: AUTO-TRANSLATION #####################################################
,Book of Nightmares,Book of Nightmares,噩夢之書, WARNING: AUTO-TRANSLATION #####################################################
,Dew Drop Blade,Dew Drop Blade,露滴刀片, WARNING: AUTO-TRANSLATION #####################################################
,Green Candle,Green Candle,綠蠟燭, WARNING: AUTO-TRANSLATION #####################################################
,Jar Carving,Jar Carving,罐子雕刻, WARNING: AUTO-TRANSLATION #####################################################
,Mask of Secrets,Mask of Secrets,秘密面具, WARNING: AUTO-TRANSLATION #####################################################
,Ring of Dreams,Ring of Dreams,夢之戒, WARNING: AUTO-TRANSLATION #####################################################
,Spiky Carving,Spiky Carving,尖刻雕刻, WARNING: AUTO-TRANSLATION #####################################################
,Spiral Lance,Spiral Lance,螺旋噴槍, WARNING: AUTO-TRANSLATION #####################################################
,Thorn Shiv,Thorn Shiv,荊棘刀, WARNING: AUTO-TRANSLATION #####################################################
